id,placename,municipality,province,population
546004,Ehlongwa,Maphumulo,KwaZulu-Natal,567
546005,Maphumulo NU,Maphumulo,KwaZulu-Natal,0
546006,Woyisane,Maphumulo,KwaZulu-Natal,1104
546007,Ekhatha,Maphumulo,KwaZulu-Natal,651
546008,Ntunjambili,Maphumulo,KwaZulu-Natal,6357
546009,Obihlweni,Maphumulo,KwaZulu-Natal,578
546010,Jojingwenya,Maphumulo,KwaZulu-Natal,929
546011,Malovana,Maphumulo,KwaZulu-Natal,171
546012,Sondokhulu,Maphumulo,KwaZulu-Natal,1347
546013,Esiweni/Amambulwa,Maphumulo,KwaZulu-Natal,1531
546014,Samangu,Maphumulo,KwaZulu-Natal,638
546015,Sese,Maphumulo,KwaZulu-Natal,358
546016,Ngangwini,Maphumulo,KwaZulu-Natal,368
546017,Uqaqa,Maphumulo,KwaZulu-Natal,286
546018,Mathonsi,Maphumulo,KwaZulu-Natal,653
546019,KwaKing,Maphumulo,KwaZulu-Natal,519
546020,Thafamasi,Maphumulo,KwaZulu-Natal,856
546021,Nomahhala,Maphumulo,KwaZulu-Natal,76
546022,Haqaza,Maphumulo,KwaZulu-Natal,1179
546023,Dayimane,Maphumulo,KwaZulu-Natal,993
546024,Nutwa,Maphumulo,KwaZulu-Natal,692
546025,KwaGcwensa,Maphumulo,KwaZulu-Natal,150
546026,Bethe,Maphumulo,KwaZulu-Natal,646
546027,Masiwela,Maphumulo,KwaZulu-Natal,4345
546028,Umphumulo,Maphumulo,KwaZulu-Natal,5068
546029,Mbutane,Maphumulo,KwaZulu-Natal,713
546030,Emthombeni,Maphumulo,KwaZulu-Natal,4969
546031,Ndukwende,Maphumulo,KwaZulu-Natal,4152
546032,Menyezwayo,Maphumulo,KwaZulu-Natal,1451
546033,Vuma A,Maphumulo,KwaZulu-Natal,942
546034,Ocheni,Maphumulo,KwaZulu-Natal,968
546035,Emabomvini B,Maphumulo,KwaZulu-Natal,662
546036,Emnyameni,Maphumulo,KwaZulu-Natal,1689
546037,Nyamazane,Maphumulo,KwaZulu-Natal,2271
546038,Ntombiyahlulinina,Maphumulo,KwaZulu-Natal,2714
546039,Oqaqeni,Maphumulo,KwaZulu-Natal,966
546040,Mandlakazi,Maphumulo,KwaZulu-Natal,437
546041,Emabhedwini,Maphumulo,KwaZulu-Natal,1090
546042,Umvumase,Maphumulo,KwaZulu-Natal,321
546043,Nzuza,Maphumulo,KwaZulu-Natal,291
546044,KwaMshibe,Maphumulo,KwaZulu-Natal,673
546045,Oyengweni,Maphumulo,KwaZulu-Natal,775
546046,Emabomvini A,Maphumulo,KwaZulu-Natal,459
546047,Nyonebomvu,Maphumulo,KwaZulu-Natal,631
546048,Nzikinziki,Maphumulo,KwaZulu-Natal,1133
546049,Ndaba,Maphumulo,KwaZulu-Natal,1519
546050,Umzulwini,Maphumulo,KwaZulu-Natal,3963
546051,Ejingeni,Maphumulo,KwaZulu-Natal,315
546052,Umshukangubo,Maphumulo,KwaZulu-Natal,1055
546053,Emasomini B,Maphumulo,KwaZulu-Natal,128
546054,Vuma B,Maphumulo,KwaZulu-Natal,95
546055,Woza,Maphumulo,KwaZulu-Natal,669
546056,Inyamazane,Maphumulo,KwaZulu-Natal,3812
546057,Ishowe,Maphumulo,KwaZulu-Natal,472
546058,Oshikishi,Maphumulo,KwaZulu-Natal,470
546059,Inyezini,Maphumulo,KwaZulu-Natal,148
546060,Sdoho,Maphumulo,KwaZulu-Natal,351
546061,Velabahleke,Maphumulo,KwaZulu-Natal,211
546062,Hholweni,Maphumulo,KwaZulu-Natal,409
546063,Sindi,Maphumulo,KwaZulu-Natal,611
546064,Umvoti,Maphumulo,KwaZulu-Natal,760
546065,Nkolovuzane B,Maphumulo,KwaZulu-Natal,541
546066,Emtanjeni,Maphumulo,KwaZulu-Natal,707
546067,Umvozana,Maphumulo,KwaZulu-Natal,1410
546068,Inhlanomfula,Maphumulo,KwaZulu-Natal,2517
546069,Icubhu,Maphumulo,KwaZulu-Natal,651
546070,KwaNtuli B,Maphumulo,KwaZulu-Natal,312
546071,Mvozana,Maphumulo,KwaZulu-Natal,825
546072,KwaNtuli A,Maphumulo,KwaZulu-Natal,418
546073,Amafahla,Maphumulo,KwaZulu-Natal,954
546074,Ngwadumane,Maphumulo,KwaZulu-Natal,545
546075,Emkhovini,Maphumulo,KwaZulu-Natal,426
546076,Nkolovuzane A,Maphumulo,KwaZulu-Natal,272
546077,Nofohla,Maphumulo,KwaZulu-Natal,199
546078,Isthundu,Maphumulo,KwaZulu-Natal,239
546079,Embizeni,Maphumulo,KwaZulu-Natal,293
546080,Ezibandleni,Maphumulo,KwaZulu-Natal,1102
546081,Ikhabane,Maphumulo,KwaZulu-Natal,1483
546082,Wome,Maphumulo,KwaZulu-Natal,1208
546083,Izagqaya,Maphumulo,KwaZulu-Natal,951
546084,Snamfu,Maphumulo,KwaZulu-Natal,1019
546085,Emasomini A,Maphumulo,KwaZulu-Natal,1284
546086,Idakadaka,Maphumulo,KwaZulu-Natal,578
546087,Dabangu,Maphumulo,KwaZulu-Natal,1785
546088,KwaPetezi,Maphumulo,KwaZulu-Natal,644
560001,Mdumezulu,Vulamehlo,KwaZulu-Natal,1306
560002,Adams Rural,Vulamehlo,KwaZulu-Natal,438
560003,Ungendwa,Vulamehlo,KwaZulu-Natal,1561
560004,Itshehlophe,Vulamehlo,KwaZulu-Natal,1960
560005,KwaSunduzwayo,Vulamehlo,KwaZulu-Natal,835
560006,Kwa-Rwayi,Vulamehlo,KwaZulu-Natal,774
560007,Ntweka,Vulamehlo,KwaZulu-Natal,631
560008,KwaQumbu,Vulamehlo,KwaZulu-Natal,205
560009,Mbongolwane,Vulamehlo,KwaZulu-Natal,309
560010,Ntukwini,Vulamehlo,KwaZulu-Natal,54
560011,Mashiwase,Vulamehlo,KwaZulu-Natal,533
560012,KwaFakazi,Vulamehlo,KwaZulu-Natal,1945
560013,Nkwali,Vulamehlo,KwaZulu-Natal,3282
560014,Egudwini,Vulamehlo,KwaZulu-Natal,625
560015,Mfume,Vulamehlo,KwaZulu-Natal,2982
560016,Wubwini,Vulamehlo,KwaZulu-Natal,1329
560017,Emgangeni,Vulamehlo,KwaZulu-Natal,1210
560018,Ndaya,Vulamehlo,KwaZulu-Natal,1358
560019,KwaDonsa,Vulamehlo,KwaZulu-Natal,511
560020,kaMpuco,Vulamehlo,KwaZulu-Natal,648
560021,Ntshingwana,Vulamehlo,KwaZulu-Natal,421
560022,Ntshaseni,Vulamehlo,KwaZulu-Natal,674
560023,Ntabesikopo,Vulamehlo,KwaZulu-Natal,591
560024,KwaLembe,Vulamehlo,KwaZulu-Natal,757
560025,Bhudubhudu,Vulamehlo,KwaZulu-Natal,679
560026,eMandlalathi,Vulamehlo,KwaZulu-Natal,1330
560027,Mtoli,Vulamehlo,KwaZulu-Natal,354
560028,Odidini,Vulamehlo,KwaZulu-Natal,1195
560029,Mkhunya,Vulamehlo,KwaZulu-Natal,2529
560030,Mphambanyoni,Vulamehlo,KwaZulu-Natal,285
560031,Nhlazanyoni,Vulamehlo,KwaZulu-Natal,592
560032,Ncazuka,Vulamehlo,KwaZulu-Natal,1306
560033,KwaDumisa,Vulamehlo,KwaZulu-Natal,1115
560034,Okhalweni,Vulamehlo,KwaZulu-Natal,777
560035,Mkhumbani,Vulamehlo,KwaZulu-Natal,1591
560036,eTshenkombo,Vulamehlo,KwaZulu-Natal,810
560037,Ngwadini,Vulamehlo,KwaZulu-Natal,390
560038,Echobeni,Vulamehlo,KwaZulu-Natal,1279
560039,Vulindlela,Vulamehlo,KwaZulu-Natal,381
560040,Madudubala,Vulamehlo,KwaZulu-Natal,1042
560041,Umbumbulu,Vulamehlo,KwaZulu-Natal,373
560042,Mathongwana,Vulamehlo,KwaZulu-Natal,112
560043,eMjunundwini,Vulamehlo,KwaZulu-Natal,1365
560044,Amahwaqa,Vulamehlo,KwaZulu-Natal,2593
560045,Beula,Vulamehlo,KwaZulu-Natal,598
560046,Dududu,Vulamehlo,KwaZulu-Natal,5642
560047,Ntontonto,Vulamehlo,KwaZulu-Natal,924
560048,Mysieland,Vulamehlo,KwaZulu-Natal,345
560049,Vernon Crookes,Vulamehlo,KwaZulu-Natal,9
560050,Emahlathini,Vulamehlo,KwaZulu-Natal,3421
560051,Vulamehlo NU,Vulamehlo,KwaZulu-Natal,2303
560052,KaDlangezwa,Vulamehlo,KwaZulu-Natal,1385
560053,Ophondweni,Vulamehlo,KwaZulu-Natal,633
560054,Bhobhobho,Vulamehlo,KwaZulu-Natal,297
560055,Ehlanzeni,Vulamehlo,KwaZulu-Natal,981
560056,Kenterton,Vulamehlo,KwaZulu-Natal,2220
560057,Mqangqala,Vulamehlo,KwaZulu-Natal,2330
560058,Ncombololo,Vulamehlo,KwaZulu-Natal,923
560059,Mbulula,Vulamehlo,KwaZulu-Natal,1629
560060,Dumisa,Vulamehlo,KwaZulu-Natal,3071
560061,Vonguzana,Vulamehlo,KwaZulu-Natal,1376
560062,Mayfield,Vulamehlo,KwaZulu-Natal,1003
560063,Salaap,Vulamehlo,KwaZulu-Natal,1373
560064,Braemar,Vulamehlo,KwaZulu-Natal,1171
560065,Glen Albyn,Vulamehlo,KwaZulu-Natal,339
560066,Magwaza,Vulamehlo,KwaZulu-Natal,386
561001,eHlanzeni,Umdoni,KwaZulu-Natal,997
561002,aMahlongwa,Umdoni,KwaZulu-Natal,7455
561003,Umgwemphisi,Umdoni,KwaZulu-Natal,5198
561004,Amandawe,Umdoni,KwaZulu-Natal,11343
561005,Umdoni NU,Umdoni,KwaZulu-Natal,1211
561006,Umzinto,Umdoni,KwaZulu-Natal,16205
561007,Esperanza,Umdoni,KwaZulu-Natal,356
561008,Mhlangamkhulu,Umdoni,KwaZulu-Natal,1932
561009,Mafithini,Umdoni,KwaZulu-Natal,4346
561010,Bhudubhudu,Umdoni,KwaZulu-Natal,3565
561011,Scottburgh,Umdoni,KwaZulu-Natal,11403
561012,Uswani,Umdoni,KwaZulu-Natal,7408
561013,Amangamazi,Umdoni,KwaZulu-Natal,3976
561014,Maryville,Umdoni,KwaZulu-Natal,355
561015,Sezela,Umdoni,KwaZulu-Natal,1203
561016,Bazley Beach,Umdoni,KwaZulu-Natal,268
561017,Ifafa Beach,Umdoni,KwaZulu-Natal,133
561018,Wingrove,Umdoni,KwaZulu-Natal,533
561019,Ifafa marine,Umdoni,KwaZulu-Natal,187
561020,Elysium,Umdoni,KwaZulu-Natal,189
561021,Mtwalume,Umdoni,KwaZulu-Natal,610
562001,Ziba,uMshwathi,KwaZulu-Natal,0
562002,Mvoti,uMshwathi,KwaZulu-Natal,1173
562003,Mtulwa,uMshwathi,KwaZulu-Natal,1186
562004,Faya,uMshwathi,KwaZulu-Natal,1262
562005,KwaYibusele,uMshwathi,KwaZulu-Natal,2955
562006,Mbulwane,uMshwathi,KwaZulu-Natal,463
562007,Carney Hill,uMshwathi,KwaZulu-Natal,319
562008,uMshwathi NU,uMshwathi,KwaZulu-Natal,21127
562009,Weltevreden,uMshwathi,KwaZulu-Natal,1029
562010,Bock en houd Fontein,uMshwathi,KwaZulu-Natal,279
562011,Frenchay West,uMshwathi,KwaZulu-Natal,2925
562012,Madwaleni,uMshwathi,KwaZulu-Natal,151
562013,Dalton,uMshwathi,KwaZulu-Natal,1493
562014,Ksikotho,uMshwathi,KwaZulu-Natal,135
562015,Newspaper,uMshwathi,KwaZulu-Natal,439
562016,Mbalenhle,uMshwathi,KwaZulu-Natal,1422
562017,Swidi,uMshwathi,KwaZulu-Natal,1674
562018,Etsheni,uMshwathi,KwaZulu-Natal,1646
562019,Gobinsimbi,uMshwathi,KwaZulu-Natal,3267
562020,Hlathikhulu,uMshwathi,KwaZulu-Natal,6216
562021,Jaagbaan,uMshwathi,KwaZulu-Natal,200
562022,Cool Air,uMshwathi,KwaZulu-Natal,2570
562023,Solhem,uMshwathi,KwaZulu-Natal,200
562024,Trust Feed A,uMshwathi,KwaZulu-Natal,5760
562025,Mpolweni,uMshwathi,KwaZulu-Natal,6362
562026,New Hanover,uMshwathi,KwaZulu-Natal,3175
562027,Albert Falls,uMshwathi,KwaZulu-Natal,4536
562028,Wartburg,uMshwathi,KwaZulu-Natal,906
562029,KwaHlwemini,uMshwathi,KwaZulu-Natal,4349
562030,Engoleleni,uMshwathi,KwaZulu-Natal,1318
562031,Swayimana,uMshwathi,KwaZulu-Natal,11486
562032,KwaSokesimbone,uMshwathi,KwaZulu-Natal,4356
562033,Odlameni,uMshwathi,KwaZulu-Natal,3636
562034,Esthezi,uMshwathi,KwaZulu-Natal,92
562035,KwaMophumula,uMshwathi,KwaZulu-Natal,882
562036,Trust Feed B,uMshwathi,KwaZulu-Natal,679
562037,Claridge Estate,uMshwathi,KwaZulu-Natal,350
562038,Cuphulaka,uMshwathi,KwaZulu-Natal,2084
562039,Ekukhanyeni,uMshwathi,KwaZulu-Natal,241
562040,Mbhava,uMshwathi,KwaZulu-Natal,900
562041,Ngabayena,uMshwathi,KwaZulu-Natal,1331
562042,Mbeka,uMshwathi,KwaZulu-Natal,966
562043,Amalanga,uMshwathi,KwaZulu-Natal,127
562044,Enbuyeni,uMshwathi,KwaZulu-Natal,705
563001,Karkloof,uMngeni,KwaZulu-Natal,0
563002,uMngeni NU,uMngeni,KwaZulu-Natal,14433
563003,Nottingham Road,uMngeni,KwaZulu-Natal,1277
563004,Zenzani,uMngeni,KwaZulu-Natal,509
563005,Balgowan,uMngeni,KwaZulu-Natal,980
563006,Fort Nottingham,uMngeni,KwaZulu-Natal,38
563007,Lidgetton West,uMngeni,KwaZulu-Natal,4521
563008,Lions River,uMngeni,KwaZulu-Natal,970
563009,Howick,uMngeni,KwaZulu-Natal,21639
563010,KwaMevana,uMngeni,KwaZulu-Natal,5102
563011,Midmar,uMngeni,KwaZulu-Natal,95
563012,Garlington,uMngeni,KwaZulu-Natal,186
563013,Hilton,uMngeni,KwaZulu-Natal,9340
563014,Cedara,uMngeni,KwaZulu-Natal,1280
563015,Mpophomeni,uMngeni,KwaZulu-Natal,25732
563016,Cedarge,uMngeni,KwaZulu-Natal,5888
563017,Emashingeni,uMngeni,KwaZulu-Natal,720
564001,KwaNontshilwane,Mpofana,KwaZulu-Natal,1961
564002,Sutherlands,Mpofana,KwaZulu-Natal,1230
564003,Mpofana NU,Mpofana,KwaZulu-Natal,14300
564004,Winterhoek,Mpofana,KwaZulu-Natal,762
564005,Mooi Rivier,Mpofana,KwaZulu-Natal,2874
564006,Meyerdene,Mpofana,KwaZulu-Natal,358
564007,Townview,Mpofana,KwaZulu-Natal,6803
564008,Bruntville,Mpofana,KwaZulu-Natal,8102
564009,Rosetta,Mpofana,KwaZulu-Natal,557
564010,Highmoor,Mpofana,KwaZulu-Natal,11
564011,Kamberg,Mpofana,KwaZulu-Natal,28
564012,Thendele,Mpofana,KwaZulu-Natal,1118
565001,Highmoor,Impendle,KwaZulu-Natal,0
565002,Mkhomazi,Impendle,KwaZulu-Natal,145
565003,Loteni,Impendle,KwaZulu-Natal,18
565004,Maitland,Impendle,KwaZulu-Natal,292
565005,Mpofana NU,Impendle,KwaZulu-Natal,1956
565006,Nhlambamasoka,Impendle,KwaZulu-Natal,147
565007,Nhlathimbe,Impendle,KwaZulu-Natal,513
565008,Mahlutshini,Impendle,KwaZulu-Natal,760
565009,Glenmile,Impendle,KwaZulu-Natal,373
565010,Enkangala,Impendle,KwaZulu-Natal,51
565011,Gwanovuga,Impendle,KwaZulu-Natal,1103
565012,Ntshinini,Impendle,KwaZulu-Natal,599
565013,Enguga,Impendle,KwaZulu-Natal,2155
565014,Nzinga,Impendle,KwaZulu-Natal,1287
565015,Mzumbe,Impendle,KwaZulu-Natal,792
565016,Mgodi,Impendle,KwaZulu-Natal,1481
565017,Shellfish,Impendle,KwaZulu-Natal,339
565018,Shiyabantu,Impendle,KwaZulu-Natal,380
565019,Bucklands,Impendle,KwaZulu-Natal,2086
565020,Nhlabamkosi,Impendle,KwaZulu-Natal,989
565021,Impendle,Impendle,KwaZulu-Natal,230
565022,Sitofela,Impendle,KwaZulu-Natal,557
565023,Moyeni,Impendle,KwaZulu-Natal,288
565024,KwaGade,Impendle,KwaZulu-Natal,720
565025,Ntwasahlobo,Impendle,KwaZulu-Natal,536
565026,Gomane,Impendle,KwaZulu-Natal,4627
565027,Ga-Keta,Impendle,KwaZulu-Natal,2908
565028,Sithunjwana,Impendle,KwaZulu-Natal,1651
565029,Kamensi,Impendle,KwaZulu-Natal,415
565030,Nkothweni,Impendle,KwaZulu-Natal,335
565031,Kwa Thunzi,Impendle,KwaZulu-Natal,227
565032,Mkomazi,Impendle,KwaZulu-Natal,193
565033,Cibelichle,Impendle,KwaZulu-Natal,2011
565034,Fikesuthi,Impendle,KwaZulu-Natal,861
565035,Simolobha,Impendle,KwaZulu-Natal,1290
565036,Ingqiya,Impendle,KwaZulu-Natal,244
565037,Willowbrook,Impendle,KwaZulu-Natal,545
566001,Northdale,The Msunduzi,KwaZulu-Natal,54822
566002,Chase Valley,The Msunduzi,KwaZulu-Natal,5377
566003,Pietermaritzburg,The Msunduzi,KwaZulu-Natal,223448
566004,Mvubukazi,The Msunduzi,KwaZulu-Natal,2966
566005,Mbumbu,The Msunduzi,KwaZulu-Natal,11842
566006,KwaMtoqotho,The Msunduzi,KwaZulu-Natal,6699
566007,Nqabeni,The Msunduzi,KwaZulu-Natal,1531
566008,Chaewe,The Msunduzi,KwaZulu-Natal,1800
566009,KwaDulela,The Msunduzi,KwaZulu-Natal,1766
566010,Ebaleni,The Msunduzi,KwaZulu-Natal,873
566011,The Msunduzi NU,The Msunduzi,KwaZulu-Natal,3036
566012,Haza,The Msunduzi,KwaZulu-Natal,333
566013,KwaMgwagwa,The Msunduzi,KwaZulu-Natal,2135
566014,Zayeka,The Msunduzi,KwaZulu-Natal,8762
566015,Phayipini,The Msunduzi,KwaZulu-Natal,11668
566016,Edendale,The Msunduzi,KwaZulu-Natal,140891
566017,Henley,The Msunduzi,KwaZulu-Natal,180
566018,KwaShange,The Msunduzi,KwaZulu-Natal,4803
566019,eZibomvini,The Msunduzi,KwaZulu-Natal,1182
566020,Kanzakana,The Msunduzi,KwaZulu-Natal,2393
566021,Xamuxolo,The Msunduzi,KwaZulu-Natal,1764
566022,Mafakathini,The Msunduzi,KwaZulu-Natal,8085
566023,Emaswazini,The Msunduzi,KwaZulu-Natal,3669
566024,KwaMncane,The Msunduzi,KwaZulu-Natal,10229
566025,Ehashini,The Msunduzi,KwaZulu-Natal,1322
566026,Khobongwaneni,The Msunduzi,KwaZulu-Natal,796
566027,KwaMpande,The Msunduzi,KwaZulu-Natal,6710
566028,KwaMnyandu,The Msunduzi,KwaZulu-Natal,884
566029,Nhluthelo,The Msunduzi,KwaZulu-Natal,3710
566030,Mvundlweni,The Msunduzi,KwaZulu-Natal,4150
566031,Gezubuso,The Msunduzi,KwaZulu-Natal,5656
566032,Deda,The Msunduzi,KwaZulu-Natal,5237
566033,eMunyini,The Msunduzi,KwaZulu-Natal,2320
566034,Esinyaneni,The Msunduzi,KwaZulu-Natal,3215
566035,Okhalweni,The Msunduzi,KwaZulu-Natal,593
566036,Qanda,The Msunduzi,KwaZulu-Natal,2164
566037,Imbali,The Msunduzi,KwaZulu-Natal,30157
566038,Ashburton,The Msunduzi,KwaZulu-Natal,2220
566039,Sinathingi,The Msunduzi,KwaZulu-Natal,2159
566040,Noshezi,The Msunduzi,KwaZulu-Natal,777
566041,Ngubeni,The Msunduzi,KwaZulu-Natal,2549
566042,Tafuleni,The Msunduzi,KwaZulu-Natal,1104
566043,eSigodini Esifishane,The Msunduzi,KwaZulu-Natal,1707
566044,Munywini,The Msunduzi,KwaZulu-Natal,394
566045,Mbabane,The Msunduzi,KwaZulu-Natal,3118
566046,Songonzima,The Msunduzi,KwaZulu-Natal,3085
566047,Khokwane,The Msunduzi,KwaZulu-Natal,4441
566048,Mbumbane,The Msunduzi,KwaZulu-Natal,1878
566049,Nzondweni,The Msunduzi,KwaZulu-Natal,1924
566050,KwaNomo,The Msunduzi,KwaZulu-Natal,2250
566051,Nkabini,The Msunduzi,KwaZulu-Natal,2528
566052,Wilgefontein,The Msunduzi,KwaZulu-Natal,11232
567001,Maqomgoo,Mkhambathini,KwaZulu-Natal,1307
567002,White City,Mkhambathini,KwaZulu-Natal,1411
567003,Cabazini,Mkhambathini,KwaZulu-Natal,1334
567004,Esitingini,Mkhambathini,KwaZulu-Natal,2848
567005,Mkhambathini NU,Mkhambathini,KwaZulu-Natal,14465
567006,Nagle,Mkhambathini,KwaZulu-Natal,86
567007,Mahlabathini,Mkhambathini,KwaZulu-Natal,259
567008,Chibini,Mkhambathini,KwaZulu-Natal,3717
567009,Manzamnyama,Mkhambathini,KwaZulu-Natal,328
567010,Abebhuzi,Mkhambathini,KwaZulu-Natal,2088
567011,Ophokweni B,Mkhambathini,KwaZulu-Natal,956
567012,Oqweqweni,Mkhambathini,KwaZulu-Natal,5922
567013,Mboyi,Mkhambathini,KwaZulu-Natal,1274
567014,Esinyameni,Mkhambathini,KwaZulu-Natal,1367
567015,Ophokweni A,Mkhambathini,KwaZulu-Natal,2369
567016,Camperdown,Mkhambathini,KwaZulu-Natal,2101
567017,Shayamoya,Mkhambathini,KwaZulu-Natal,390
567018,Makholweni,Mkhambathini,KwaZulu-Natal,2117
567019,Mvuyane,Mkhambathini,KwaZulu-Natal,836
567020,Nungwane,Mkhambathini,KwaZulu-Natal,2039
567021,Ezimwini,Mkhambathini,KwaZulu-Natal,1965
567022,Ogagwini,Mkhambathini,KwaZulu-Natal,1505
567023,Mgugu,Mkhambathini,KwaZulu-Natal,506
567024,Eziphambathini,Mkhambathini,KwaZulu-Natal,1612
567025,Mpangisa,Mkhambathini,KwaZulu-Natal,848
567026,Mbila,Mkhambathini,KwaZulu-Natal,1515
567027,Egulube,Mkhambathini,KwaZulu-Natal,769
567028,Esigodini,Mkhambathini,KwaZulu-Natal,953
567029,KwaDwengu,Mkhambathini,KwaZulu-Natal,620
567030,Simondi,Mkhambathini,KwaZulu-Natal,669
567031,Okhalweni,Mkhambathini,KwaZulu-Natal,761
567032,Ngilanyoni,Mkhambathini,KwaZulu-Natal,660
567033,Mgwenya,Mkhambathini,KwaZulu-Natal,1239
567034,Jilafohla,Mkhambathini,KwaZulu-Natal,1730
567035,Entsongeni,Mkhambathini,KwaZulu-Natal,577
568001,Thornville,Richmond,KwaZulu-Natal,494
568002,Richmond NU,Richmond,KwaZulu-Natal,12442
568003,Hopewell,Richmond,KwaZulu-Natal,11119
568004,Richmond,Richmond,KwaZulu-Natal,3349
568005,Siyathuhuka,Richmond,KwaZulu-Natal,3004
568006,KwaCebelele,Richmond,KwaZulu-Natal,4747
568007,Ndaleni,Richmond,KwaZulu-Natal,8282
568008,Kupholeni,Richmond,KwaZulu-Natal,4316
568009,KwaMagoda,Richmond,KwaZulu-Natal,3850
568010,Ngqokweni,Richmond,KwaZulu-Natal,2420
568011,KwaNkukhu,Richmond,KwaZulu-Natal,2904
568012,St Bernard's Mission,Richmond,KwaZulu-Natal,1815
568013,Mpofana,Richmond,KwaZulu-Natal,1206
568014,Inkumane,Richmond,KwaZulu-Natal,317
568015,Embuthweni,Richmond,KwaZulu-Natal,578
568016,Mbila,Richmond,KwaZulu-Natal,2215
568017,Ngqulu,Richmond,KwaZulu-Natal,1469
568018,Umgwenya,Richmond,KwaZulu-Natal,461
568019,Shiyamphahla,Richmond,KwaZulu-Natal,805
569001,Glencoe,Indaka,KwaZulu-Natal,573
569002,Niekerskraal,Indaka,KwaZulu-Natal,745
569003,Uitvlugt,Indaka,KwaZulu-Natal,1221
569004,Mchunu,Indaka,KwaZulu-Natal,13430
569005,Madlala,Indaka,KwaZulu-Natal,1375
569006,Vaalkop,Indaka,KwaZulu-Natal,8390
569007,Entabeni,Indaka,KwaZulu-Natal,4112
569008,Sgweje,Indaka,KwaZulu-Natal,5926
569009,Ezihlabathini,Indaka,KwaZulu-Natal,1471
569010,Indaka NU,Indaka,KwaZulu-Natal,249
569011,Dival,Indaka,KwaZulu-Natal,1608
569012,Ekuvukeni,Indaka,KwaZulu-Natal,11018
569013,Namakazi,Indaka,KwaZulu-Natal,2695
569014,Imbangi,Indaka,KwaZulu-Natal,678
569015,Nxumalo,Indaka,KwaZulu-Natal,146
569016,Dalakosi,Indaka,KwaZulu-Natal,691
569017,Mthembu,Indaka,KwaZulu-Natal,14154
569018,Waayhoek,Indaka,KwaZulu-Natal,1623
569019,Ingwe,Indaka,KwaZulu-Natal,5511
569020,Hwebede,Indaka,KwaZulu-Natal,1633
569021,Indaka,Indaka,KwaZulu-Natal,5683
569022,Ingedlengedle,Indaka,KwaZulu-Natal,465
569023,Mabaso,Indaka,KwaZulu-Natal,5007
569024,Doornkraal,Indaka,KwaZulu-Natal,948
569025,Pearl,Indaka,KwaZulu-Natal,575
569026,Ecancane,Indaka,KwaZulu-Natal,986
569027,Kliprivier,Indaka,KwaZulu-Natal,1514
569028,Zondagsrivierspoort,Indaka,KwaZulu-Natal,1205
569029,Mhlwazi,Indaka,KwaZulu-Natal,1415
569030,Mjinti,Indaka,KwaZulu-Natal,1864
569031,Mhlumlayo,Indaka,KwaZulu-Natal,1386
569032,Vreemdeburg,Indaka,KwaZulu-Natal,601
569033,Umhlumayo,Indaka,KwaZulu-Natal,157
569034,Zamokuhle,Indaka,KwaZulu-Natal,395
569035,Mziyanke,Indaka,KwaZulu-Natal,168
569036,Gominakadani,Indaka,KwaZulu-Natal,306
569037,Tenten's Kraal,Indaka,KwaZulu-Natal,159
569038,Ndaka,Indaka,KwaZulu-Natal,650
569039,Oqungweni,Indaka,KwaZulu-Natal,2194
569040,Nkangala,Indaka,KwaZulu-Natal,186
570001,Impembeni,Umtshezi,KwaZulu-Natal,754
570002,Weenen,Umtshezi,KwaZulu-Natal,3126
570003,Ezitendeni,Umtshezi,KwaZulu-Natal,3704
570004,uMtshezi NU,Umtshezi,KwaZulu-Natal,21639
570005,CornFields,Umtshezi,KwaZulu-Natal,3757
570006,Mbondwana,Umtshezi,KwaZulu-Natal,793
570007,Thembalihle,Umtshezi,KwaZulu-Natal,996
570008,Frere,Umtshezi,KwaZulu-Natal,1215
570009,Rensburgsdrift,Umtshezi,KwaZulu-Natal,3164
570010,Estcourt,Umtshezi,KwaZulu-Natal,22071
570011,Campsie Glen,Umtshezi,KwaZulu-Natal,1102
570012,Wembesi B,Umtshezi,KwaZulu-Natal,1450
570013,Wembesi C,Umtshezi,KwaZulu-Natal,5820
570014,Wembesi A,Umtshezi,KwaZulu-Natal,13544
570015,Moor Park,Umtshezi,KwaZulu-Natal,17
571001,Wittekop,Okhahlamba,KwaZulu-Natal,510
571002,Howe,Okhahlamba,KwaZulu-Natal,559
571003,Okhahlamba NU,Okhahlamba,KwaZulu-Natal,16887
571004,Nqula,Okhahlamba,KwaZulu-Natal,254
571005,Geluksburg,Okhahlamba,KwaZulu-Natal,171
571006,Green Point,Okhahlamba,KwaZulu-Natal,1902
571007,Malottas Kraal,Okhahlamba,KwaZulu-Natal,943
571008,Rooihoek,Okhahlamba,KwaZulu-Natal,598
571009,Jagersrust,Okhahlamba,KwaZulu-Natal,209
571010,Drakensberg,Okhahlamba,KwaZulu-Natal,247
571011,Langkloof,Okhahlamba,KwaZulu-Natal,1437
571012,Hambrook,Okhahlamba,KwaZulu-Natal,2152
571013,Acton Homes,Okhahlamba,KwaZulu-Natal,2135
571014,Grootgluk,Okhahlamba,KwaZulu-Natal,1378
571015,Ekombe,Okhahlamba,KwaZulu-Natal,529
571016,Mkukwini,Okhahlamba,KwaZulu-Natal,5528
571017,Zwelisha,Okhahlamba,KwaZulu-Natal,3369
